crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
427,5,0.121767358033284,0.591662021203106,p1,C1,0,0.183182024432408,0.07347338603463,0.485782289887612,0.257922754356868,-0.0505071147644985,-0.169429290600373,0.354732469412873,-0.351962683456922,0.431583447263217,-0.120871608049259,-0.136273223064162,-0.397362027601346,-0.392159455198131,0.0471837206281575,0.173334082111634,0.316808907407222,-0.148704861478655,0.053430217767314,-0.0678642653494419,0.283156045542726,0.193027216447143,-0.169862246629017,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
428,4,0.121620778527765,0.590238432332542,p1,C1,0,0.321740090100801,-0.184863119012121,0.114272595355281,-0.418380185417486,0.0491544926670579,0.290881600119975,-0.176334430516997,0.199660985124822,-0.164536016031761,-0.170672667328397,-0.128865444992173,-0.411284523728926,0.429920572445867,0.0329979337678297,-0.327977945064158,0.009475024616208,0.284028483680003,0.227630802303267,0.0786020243156932,-0.177768329016958,-0.142589338859613,0.440550428371789,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
429,4,0.121620778527641,0.590238432331345,p1,C1,1,0.2876522336,-0.1865515293,-0.0902999617736348,-0.0246526959563756,0.0564978715417709,0.543135364622411,-0.409757529330421,-0.0820005269196269,-0.0834306615971726,-0.43428669140588,0.037414122652074,0.182363167488872,-0.115716125756121,0.371354125212048,0.275147652007355,0.233833781424984,-0.49864092502608,0.144419872003013,-0.357219238630608,0.342324802956587,-0.218013391787163,-0.231668963126031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
430,4,0.121572617350285,0.589771062367433,cm,D1,1,-0.2519613068,0.3128367547,0.0493295220648875,0.139190829987125,0.275191305247945,-0.251234184948775,-0.499621605136175,0.138801295474494,0.0003783948638253,0.523083095815262,-0.307606496059178,-0.0103623832269393,0.170903308253318,0.349760105213606,-0.0722419264435067,-0.0713797948995537,0.0350848800671138,-0.289555324604027,-0.0864877372831714,-0.50012527466385,0.467206414324942,-0.102070506247341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
431,8,0.121525713453679,0.589316071345756,p2,C2,0,-0.175904430715914,-0.0847300422875286,0.0684605107343497,0.226887240866581,-0.109179615242091,-0.318443103800332,0.0017356952600527,0.460600302379249,-0.242629294855521,0.148983005331243,0.135185374873503,-0.0068258067523197,0.446278040009012,0.0710785992895141,-0.0424563339342173,-0.552156603310338,0.435012413952521,-0.171711601895086,0.201909880011966,-0.240538956865296,-0.309353799993662,0.382696155444311,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
432,8,0.121525713453634,0.58931607134532,p2,C2,0,-0.483439324872475,0.0614506020447397,0.150008115617929,-0.337148053346757,-0.172348668716804,-0.0164536367084241,-0.161082540537741,-0.259243814593594,0.28345814118694,0.130277957014528,-0.116889350441485,0.460049995467893,0.216733128402434,-0.103435048166115,0.44983566234302,-0.172262403135903,0.350181861432141,0.363991331210999,-0.183613070686687,0.226336621271422,-0.416715604627273,0.29516397624121,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
433,5,0.121463963424279,0.588717333213314,cm,D1,0,-0.0054880664213531,0.310078524245645,-0.0054880664213532,-0.0863734304513038,-0.438094507737788,-0.126030849939067,0.0619054922622123,-0.51628946005103,0.368226597410149,0.11185254689717,-0.145917548892736,0.111852546897171,0.318977565413654,0.349735943733408,0.318977565413654,-0.126030849939067,-0.365059740992572,-0.357720082510222,0.134940259007428,-0.284600227479876,-0.388845475741294,0.11185254689717,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
434,3,0.121422227031228,0.588312822840095,cmm,D2,0,0.39658041114203,0.108638207494946,0.153735957079574,0.108638207468611,-0.346264042920427,-0.197993759267195,-0.103419588857971,-0.197993759293533,-0.378548730576847,0.200325316538713,-0.0711349011820908,0.200325316560099,0.428865098817908,-0.289680868358684,0.121451269423152,-0.289680868337299,0.275158184133609,-0.101671258904471,-0.224841815866389,0.0123157071058856,-0.224841815892549,0.388334925992927,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
435,3,0.121422227030384,0.58831282283192,cm,D1,1,0.0354483021,0.4972459364,0.300966109192543,0.0287906984315489,0.179543882162158,-0.181518767953242,-0.146099116436863,0.0064913049476215,-0.0246768894064788,0.21680077133241,0.214997783796076,0.255909336804977,-0.0601307910403959,-0.220627333425808,0.492803983330197,0.177692205859846,0.146510331136283,-0.4221059940786,-0.267521343467248,0.21680077133241,-0.0931643420662714,-0.461214559551165,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
436,5,0.121353100153414,0.587643148873443,p1,C1,0,0.360117446686929,-0.247433564477046,0.0907648370884882,0.368781747054658,0.320723296233923,0.146039843877366,-0.157937547718479,-0.295045045917286,-0.298322742363032,-0.0332194582122336,0.0185577005056935,-0.461645547182037,-0.43736881209833,0.165708896123052,0.117524089588076,-0.240033378068126,0.0788154785582401,0.126369881631173,-0.0589711586360963,-0.0734328768033755,-0.397289131445413,-0.254831627326145,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
437,4,0.121302560920406,0.587153786019173,cm,D1,1,-0.1185609483,-0.3989124254,-0.457696418313066,0.141495316463093,-0.319390356988151,-0.0980578087463798,-0.132176224733215,0.349069818009133,0.0231345313185237,0.0800636975655859,0.338086069568262,-0.276179935006412,0.216783508647854,-0.066077736404048,-0.422852664506683,-0.317495262400802,0.300534018521169,0.161613056645111,0.10688504119184,0.307754490614745,-0.215926734606533,0.121379024959973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
438,6,0.121125086381983,0.585436944813148,cm,D1,0,-0.112660272919778,-0.103356188982622,0.236725405416082,0.0983617264555871,-0.0954611727843305,0.270289926614735,0.25023042802268,-0.328465489732824,0.485227671681936,-0.269631471709883,0.0817800519784729,-0.502562063549591,-0.305255521814567,0.149164052751423,0.114334085552005,0.391414225513682,-0.354426000292256,-0.0880434729522242,0.344347068019059,0.315393346139775,0.129105341640697,-0.11867068604806,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
439,4,0.121104126898936,0.585234354343302,cm,D1,0,-0.177377110426505,0.209434671251745,0.435508461992611,0.253284214944661,-0.332959505434264,-0.14774102905155,0.403105887983139,-0.032773582546294,0.02829441410782,-0.389010088413643,-0.0928097127909544,-0.179251587618323,0.268444328024101,-0.420519722715196,-2.28996022061e-05,0.0444791557007191,0.225749961197385,0.132180088045726,0.457281993770508,-0.268845155950485,-0.387135611221634,0.0883305443526407,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
440,5,0.121104126898464,0.585234354338741,cmm,D2,0,0.0208204949528283,0.312069361252975,-0.188938005726177,0.190965234154627,0.230578998366606,0.433173483614558,0.226493303822875,-0.286374650715087,0.315147676755004,0.0444879732179349,0.105389174573485,-0.0766161512779856,0.436251806004393,-0.165270526219166,-0.366293073064468,0.355919828806573,0.407934068064443,0.268218891499537,-0.32359834168304,-0.196780630021116,-0.13476067926595,-0.0451060591128497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
441,5,0.120990259606701,0.58413434686196,cmm,D2,1,0.028109767,-0.5407583711,-0.468446483373058,0.0385796803432553,-0.218446484083477,-0.394433020318387,-0.157951353801216,0.36681174449454,-0.0732271223965801,-0.0219154489773264,0.221058386588028,-0.289652382432483,0.136334154465874,0.0990748106247008,-0.250207063713566,0.143107798022072,0.0819098016918442,0.334855559423063,-0.0188027689392665,-0.257696197617969,0.313314096261417,-0.0659484358614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
442,5,0.120967050718514,0.583910265874042,p1,C1,1,0.1626798402,-0.0804025922,0.239756256517968,0.197256824229677,-0.0924326562849814,0.0832618061279893,-0.0598736864386201,0.526162921743179,-0.446394126634726,-0.126193347759171,0.200240391428731,-0.371276711312577,0.0226025224125995,-0.535523163114587,-0.030820142821332,-0.29956102997148,0.459868119152787,0.0968432924445003,-0.204510719276981,-0.131145789899072,0.0196442375445549,0.297670013311542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
443,4,0.120852837795044,0.582808170470931,p1,C1,0,0.114199059510771,-0.338749449439243,-0.148881429912743,0.479413869970825,-0.122721134561046,-0.290890748522549,0.370611479686278,0.0070169654949874,-0.387922352957769,0.0177744575302317,0.146197205426002,0.096793728193887,-0.173195614838743,0.128743198846083,0.154032082412205,0.482492831657918,-0.0314882371644168,-0.0670644943764436,-0.499339175252216,-0.196720123572109,0.0044898277516775,0.292601421416414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
444,5,0.120848170191638,0.582763152663842,p1,C1,1,0.317195794,-0.129585767,-0.456602003607056,-0.265688378009124,-0.0719632241993584,-0.301687194870432,-0.0566552591362729,0.114426074610015,0.174068775102543,0.186422886895247,0.412727593237059,0.148224857086035,-0.223437641543591,0.289356797678342,0.0072863926952236,0.361353609963574,0.0430629726953245,-0.514257406759621,-0.186990150661873,-0.0891173777673063,-0.420489257481997,-0.0267051348267288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
445,5,0.120848170191579,0.58276315266327,p2,C2,0,-0.464480052845455,-0.246647462615353,-0.0005924615411197,0.380394646998115,-0.428367644149789,-0.0076641684443817,-0.0798420642177769,-0.282645887175116,0.150881958526868,-0.210649038055589,0.035184225579785,-0.495216048792448,0.035855668729306,0.0019211235617426,0.26590824832443,-0.423219199672921,-0.194868354015339,-0.0700757255577839,0.404849307449739,0.167265919650427,0.166190586859352,0.205464558903307,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
446,4,0.120835316551861,0.582639191675952,cm,D1,0,0.38288751821289,0.270718487787662,-0.245787581120196,0.056333956430817,-0.0316575845617137,0.443231225711719,0.110885383785761,-0.216416264624404,-0.322364676945219,-0.301958861520862,0.110885383785766,0.0252543684793188,-0.0867122920826914,-0.355555954850237,-0.0533572530377503,0.202536773567959,0.352488480615551,-0.210703252545851,-0.438218611767954,-0.0898679359939938,0.352488480615555,0.030967380557872,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
447,6,0.12074245871823,0.581744058917393,p1,C1,0,-0.364011331777596,-0.151867528709412,0.419522265154807,-0.0198503148189659,-0.12376495391781,0.0928660625540296,-0.103881816339092,0.486489037381834,0.0183790669733377,-0.564827419985021,0.155028565197806,-0.365724732950679,0.278151271297308,0.276589620710216,0.137207723676514,0.472676034654067,0.117698056295009,0.0961187611657444,0.20427200729938,-0.129313970168432,-0.365227977059664,0.0896143238666178,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
448,4,0.120678459358766,0.581127517224365,p1,C1,1,-0.376479418,-0.1992588403,0.224537741846519,0.419268213041676,-0.235947787490684,0.319342233661711,0.385802371742396,-0.338284367488113,0.110628147576697,0.100889987406847,-0.0563299820601749,-0.345592929330992,-0.475850612263789,0.292888559461201,0.0627870410886245,-0.135677953664675,0.302939687873324,-0.111597495713774,0.350780794361396,0.124970445357747,0.0054059493256926,0.31810290416837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
449,5,0.120644793536139,0.580803326691827,p1,C1,0,-0.138919395941161,0.252273169672317,0.417572625213019,-0.0114197372070782,0.286312249993857,0.191043540270185,0.170536461125199,-0.100575917607603,-0.0705739198868765,-0.0912781222924588,-0.451165848928758,-0.213882268700888,-0.219447146867906,-0.281166055341838,0.319893138339496,-0.290083827207743,0.164127560344074,-0.474360113097335,-0.0771562127522072,-0.47603512651013,0.0580333975612647,0.112880695122572,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
450,5,0.120594800187852,0.580322074479481,p1,C1,1,-0.3250068691,0.2071233649,0.0939432222505037,-0.149075155984443,0.233471388082946,-0.380846092022116,-0.226465490569338,-0.2671010547078,0.389351340997447,0.280112546653722,0.149624534790985,0.306635776386202,0.434985919587521,0.0432794649985224,-0.0256839830164051,0.472284039019917,-0.445557983940135,-0.166250161414982,0.19525911338106,0.0698026947310031,-0.0073733412645843,-0.367952695460026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
451,4,0.120569406637221,0.580077704300374,p1,C1,0,0.111824728723314,0.18348029635099,0.476444496113626,0.240422142376468,0.0706457749894831,0.500737000496959,-0.212325277069328,-0.260186723838732,0.206054697638391,-0.15496597842018,-0.1208367735819,0.120104018356087,-0.288345490837215,0.293565129014603,-0.0294263944255265,-0.103037349054562,0.329528113812219,-0.362094544209091,0.318088251493836,0.0585671807798043,0.270180973343103,0.365335257947653,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
452,9,0.120540530453948,0.579799882177531,p2,C2,0,-0.0588926069282319,0.389246341756721,-0.249004840199078,0.240998519886553,-0.368780426236888,-0.328531172729896,-0.439117020890413,0.0927506305887205,0.346051276436386,0.315122430821589,0.17874696076807,0.141544368016309,0.0133555921046882,-0.377324910157556,-0.178668883140148,-0.180282465788305,0.370771436012871,-0.0554980763529017,0.180660049067278,-0.203746983539768,0.0114425038054642,-0.0320335586014633,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
453,5,0.120341865357069,0.57789029908158,p1,C1,0,0.0071203013975402,-0.0532353378739845,-0.200029659838958,-0.318013098437974,0.193394833904282,0.308179048190514,-0.340296678234522,0.27098198132473,0.446746873906091,-0.208823683263973,-0.0442726078094663,0.27019424360081,-0.331121253613625,-0.116162529273323,0.207030400580097,-0.187267462662397,-0.0689374500474512,-0.51986326752994,-0.191779597407453,0.460379275215328,-0.192789688636535,0.0807969497102105,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
454,4,0.120334251294705,0.577817174843956,p1,C1,1,0.2863925727,0.3418502838,-0.102227002763774,0.220574122163116,-0.457604095934934,0.187443219484509,-0.446204579190741,-0.255198218742259,0.26681870985427,-0.187885398241063,-0.208812457381401,-0.215621601384421,0.131036726912281,-0.454832027509821,-0.0713108359649725,-0.0181003816471934,0.453755441302719,-0.0363070799564224,0.0309967474057418,-0.235940888723984,-0.133141310639191,0.459248866757539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
455,5,0.120333472074125,0.577809691595066,p1,C1,0,-0.0088568362350166,-0.126066668607284,0.0076718336562871,0.114032021679194,-0.025386562507477,-0.366165286168932,-0.482452632887977,0.124636024351126,0.434871294954013,-0.101384428480429,-0.0007685733542326,0.532739376658642,0.31581467119395,0.255878157080228,0.23313859903594,0.0298577042486743,-0.265420796332376,-0.383605028075019,-0.355684050286349,0.329209493967377,-0.115157344936761,0.320994749946422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
456,5,0.120167371850634,0.576215653311086,p2,C2,0,0.146645280306268,-0.243565009046996,-0.101595965160812,0.229119914010632,-0.303687890597302,-0.173230711824641,0.348737205742757,0.158785616788277,0.383587829918071,-0.203327996068736,-0.338538514772616,0.188882901032373,0.0573752817480406,0.496689243409243,-0.0123259666025861,-0.511134338445607,0.135347037223757,0.269354260667938,-0.0902977220783016,-0.283799355704301,-0.477475342427272,-0.0072225475181817,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
457,4,0.12012421162589,0.575801811674406,p1,C1,0,0.224029961418504,-0.385210833951612,-0.447902934576231,0.313009968734316,-0.288059698321955,0.133651543510612,-0.317442356419202,-0.291730238029957,0.364923328591083,0.0208301979310797,0.320739262056411,0.377762356304183,0.184723591015181,0.179724374830498,-0.0551753376775881,0.192678481786551,-0.0082408691841085,0.428297794539563,0.3959615045665,-0.217404846735078,-0.413239982668595,-0.0714074755201579,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
458,5,0.120057047161009,0.575158101161847,p1,C1,0,0.0015122463717326,0.0269750435119379,-0.356141117123814,-0.232650650351474,-0.378808882300278,0.0063910839000742,-0.0721474934696706,0.368088654031995,-0.381628823841701,0.315689991661184,0.166528028357461,0.394333150076495,0.380242500181446,0.284875839561945,0.384167897103364,0.044793833674188,0.199575872832831,-0.108765805775085,0.242775628990516,-0.344961824708513,-0.196551946301886,0.162715066617254,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
459,6,0.119989539660827,0.574511465745055,cm,D1,1,-0.3213445301,0.3395333828,-0.0619081242853433,-0.374473429325891,0.167285303699768,-0.242148541982193,0.184184856721381,0.268527536214543,0.487383642380467,-0.133770832456841,-0.167401003277209,0.0728953716121317,-0.407213998138361,0.0818220735671523,-0.055225256511694,0.285042868297027,-0.0474114636163835,-0.134932607457222,0.423594898733773,0.252011171732824,0.381982212593602,-0.349364193001532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
460,5,0.11996899466953,0.574314743220833,p1,C1,1,-0.0698308574,0.115027956,-0.0917333191135015,0.506453826762257,0.24475960242771,0.382328611194634,0.223556465427599,-0.0281386742429796,-0.335977308297889,-0.034326501746658,-0.146251218644982,-0.181208255661461,0.357835767455581,0.170706259750697,0.0892794848765202,-0.226985175902316,0.184850812521785,-0.447067796888602,-0.403552499738757,0.195899109838592,-0.368317593714068,-0.272074992104162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
461,5,0.11991967274486,0.573842613137689,p1,C1,1,0.3023645357,0.3228484299,-0.405922307764944,0.230789769394221,-0.462223402161622,-0.002347740274803,-0.278887132953135,-0.245368066518027,-0.0288868451908892,0.187643282238306,-0.115640184234903,0.411242856946426,-0.039251595399844,-0.255253448983209,0.247495891154059,-0.182801169979043,0.0578657955321204,-0.035956563406816,0.481477206697062,-0.235485661261619,0.150378500222095,-0.402098055555436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
462,4,0.119832893167319,0.573012394035707,cm,D1,0,0.0265075528651843,0.252603226845828,0.243464790337564,-0.123177729340658,0.46283888991106,0.115627497579345,0.343005997076425,0.32318415715519,0.096894955273896,0.48169993725773,0.477062062455604,-0.176768806941426,-0.114679881384777,0.0589390909060159,0.0051530119287443,-0.148617568393345,-0.177288026556318,-0.30403621790457,-0.340496900083805,-0.021350156227606,0.223173103576422,0.115627497963495,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
463,5,0.119778778030282,0.572494979462182,cmm,D2,1,-0.3304622807,0.0499539166,-0.237346044060722,-0.249120470049028,-0.237346044059278,0.378259904665924,0.142875177911625,-0.0552090607238098,0.382432733968375,0.184348495340696,0.382432733972189,-0.055209060719869,0.142875177907811,0.184348495336755,0.0022115119997551,-0.249120266583462,0.0230963998802447,-0.48776570258409,0.0022115120011998,0.378259701200222,-0.4769036001212,-0.249120266583336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
464,5,0.119768276455142,0.572394597147582,p1,C1,1,-0.1550832377,-0.2183804798,0.122051784561697,-0.328053759671488,0.149924867829771,0.417166038251207,-0.0082315234997918,0.101404677469011,0.470530400155505,0.102039842551407,-0.153582828871009,0.291800996254393,0.36826427135938,0.318648704515076,0.13711983047351,-0.0889916042128272,0.3749421425141,-0.117597688807015,-0.0684138443259782,0.515684904232858,-0.393013887097183,0.298909339017378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
465,6,0.119744891325294,0.572171095305653,cmm,D2,1,-0.4537002739,-0.0888094965,-0.203701616702522,-0.219405217352992,0.0462983833008492,0.407361169214336,0.0462983833008491,0.0198537998625497,0.296298383297477,-0.219405217354559,0.42655349197468,0.213607484538444,-0.333956725374731,0.213607484538444,0.285788165951436,0.407361139945499,-0.193191399349737,0.0198538291326602,-0.193191399349737,0.407361139944228,0.285788165951436,0.0198538291313894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
466,5,0.119644462933553,0.571211753727417,p1,C1,1,-0.2824791477,-0.3525449874,-0.0651696423217537,0.429109603469287,-0.0510834164976415,-0.533187450356827,-0.323280943417747,0.001518697587816,0.102385744164218,-0.119038708070081,0.112057069995446,-0.358132111365319,0.43901816635373,-0.026003599322168,0.0553808940631939,0.222405084360646,-0.0855802068360506,0.0290423214617195,0.285778121785819,0.157780727494506,0.314282368210786,-0.23020979585958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
