crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
839,4,0.112004618869898,0.546100220860443,cmm,D2,0,0.429834986391471,0.0708884158754888,-0.070165044249003,-0.123109274689562,0.429834982466977,-0.153120821864307,-0.0701650406754702,0.100899963050234,0.235837280330702,0.40690226307992,0.123832661460804,-0.459123121893993,0.0418395874060665,0.294897648296943,-0.182169650333729,0.294897658933627,0.0418395921252356,0.518906886036738,0.31783035438544,-0.347118507111016,0.429834976325884,0.294897653615285,-0.0701650345343776,-0.347118512429358,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
840,2,0.112004618869898,0.546100220860442,p6m,D6,0,-0.10628383508939,-0.33642643588149,0.0057207811485624,-0.142428743796885,-0.188276907530102,0.193585112584602,0.393716163419495,-0.142428745316437,0.0057207849213333,0.529598969422501,-0.412286145269898,0.19358510954549,0.199718474477315,0.417594348804843,0.393716165174123,0.305589730163154,0.005720783166705,0.0815804939429099,0.199718472722685,-0.0304241266747514,0.0057207829031945,0.305589731682706,0.393716163155978,0.0815804924233581,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
841,6,0.112004618869898,0.546100220860442,cm,D1,1,-0.0426519744,0.1392383469,0.357871926201415,-0.29750010686628,-0.0301234549286878,-0.29750010686628,-0.0301234549286869,-0.521509344606075,-0.142128073798586,0.344516059178364,0.163874235636364,-0.409504725736177,-0.336125764363637,0.0085022025686691,-0.224121145493738,-0.409504725736178,0.0518696167664655,0.45652067804826,-0.336125764363636,0.232511440308465,-0.224121145493739,-0.185495487996382,-0.448130383233534,-0.185495487996383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1
842,7,0.112004618869897,0.546100220860441,cmm,D2,1,-0.302571347,0.2715917865,0.0898230566727272,0.271591788342625,-0.104174633935187,0.159587169546971,0.283820747280641,0.38359640713828,0.283820747194913,0.159587169398485,-0.104174633849459,0.383596407286766,0.0898230565869987,0.0475825506028297,0.0898230567584555,0.495601026082421,-0.104174634020917,-0.0644220681928248,-0.216179252633629,-0.258419758906363,0.395825366236268,-0.258419758757877,0.283820747109186,-0.0644220683413107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
843,6,0.111996988134319,0.546025813135555,p1,C1,1,-0.0896126382,-0.5057515171,-0.342063392716759,0.216396692085982,0.333560503192534,0.0881657788918421,0.0846676451410398,0.522118772182763,-0.0886568554408867,-0.200648152392108,0.116747912400546,-0.289991214532615,0.0914188899454002,-0.0674339364532354,-0.306417855530666,-0.148174842561922,-0.0242473791364652,0.326387275250701,-0.231551183918963,0.411230860319554,0.119697308678654,0.154767846704736,-0.452576511314433,0.0215630399043018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
844,9,0.111964388334604,0.54570798777603,p2,C2,0,0.165545491212453,0.0983621604107435,-0.0711940100121807,0.307838288331395,0.0405469499943012,-0.551157190300862,-0.446195468794338,0.0913322352586107,0.0964174036249852,-0.114629399344726,-0.002065922425131,0.520829848087,-0.14032267317077,0.0948469153829246,0.23467415437048,0.311353533359397,0.0272899832122982,-0.327621175635867,-0.432938502012199,-0.132203779406376,-0.196196998080016,-0.341680557322733,-0.209451520719885,-0.11814439771951,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
845,7,0.111824439290702,0.54434463318799,p2,C2,1,-0.0074534783,0.2626571153,-0.469788401433503,0.229525490360977,-0.0372813522755883,0.539652745248715,-0.253534876854546,0.384589117804847,-0.215363727027589,-0.199664730690838,0.208293973318498,0.102817562516093,0.0992575247642718,-0.0924511594477714,-0.106327278473363,-0.0043960087269733,0.317330734396641,0.298086109968844,0.175599511894268,0.47109212564085,-0.256907280848391,0.160965666928107,0.2498375271393,-0.257812835102852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
846,6,0.11181205507056,0.54422407080423,p1,C1,1,0.2541605686,-0.4169405188,0.11871667963085,-0.103094354696208,-0.284077626309748,-0.15834871734491,-0.32155616555003,0.204716640808607,0.0351892258308274,0.364246608654397,0.235925540158142,0.265693705365384,0.309897004989147,0.0546582461952168,-0.0987855342411955,0.185197715052532,0.455673341314323,0.224237143479098,-0.47281013273092,-0.278297805112973,0.332777233580125,-0.167792282633178,-0.0953449317715207,-0.0383999255679669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
847,5,0.111798778937961,0.544094840338383,cm,D1,0,-0.220659208670372,-0.0607997613924291,-0.048930205411266,0.0823959694367758,-0.0555897258385463,-0.211623942894303,-0.444256766546295,-0.0607997613924294,0.279340791329628,0.279979721512339,0.0557432334537051,0.503577279388261,0.167542012391667,0.0263991230295369,0.167542012391667,-0.197198434846385,0.390673750621879,-0.211623942894303,0.384014230194599,0.082395969436776,0.0557432334537056,0.279979721512339,-0.220659208670372,-0.362448124396177,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
848,6,0.111733832435868,0.543462869346133,p1,C1,1,-0.3907873731,0.1803971648,0.279087178497565,0.343412850663627,0.418086813652042,-0.076829619522426,0.13582940106326,-0.302987787817537,0.0983896025044173,0.157796324811928,-0.107612312183581,0.244404686926135,-0.0796163966106461,0.0226976145209894,-0.165788635163652,0.460166853877957,-0.0625528764388617,-0.200117630744173,-0.483047224970301,-0.277237500914598,-0.261043874290705,-0.30277785193528,0.319222030340461,0.123578843033379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
849,6,0.111690309257604,0.543039566501171,p2,C2,0,0.0231573464567484,0.459239352071636,-0.161197403556759,0.0845424987179786,-0.105290345865613,-0.488497414515798,0.467250288765622,0.16625386152098,0.0046066476164256,-0.294019776850574,0.357353295283571,-0.028223776144236,0.199125026870911,-0.403844641341476,0.162834916029088,0.0816010883466699,-0.321817943934536,0.239784061248725,0.183777886834541,0.303997789540906,-0.000577104303294,-0.0706993132914283,0.362537047203296,-0.251544239703382,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
850,6,0.111669250776023,0.542834812646839,p1,C1,0,0.340220958991508,-0.257819175328175,0.043249696374967,-0.271857049553401,-0.280850097789632,-0.0789236417722745,-0.422809731063916,0.281339130087696,-0.0424727272938434,0.228831424198873,0.154209099884171,0.123018640786702,-0.31344531736702,-0.299870780102271,0.183865040885552,-0.0983421765203282,-0.0973688306039047,-0.445369343486155,-0.248250153023685,0.142022799422804,0.193259037741911,0.342916773177181,-0.0034227894361069,0.448729556589351,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
851,5,0.111581349345298,0.541980554624509,cm,D1,0,-0.261872215070737,0.23035714691594,0.118970389478214,0.450236727171003,-0.0575027830711723,-0.350809695724386,-0.0812786988063991,-0.128917163362832,0.339814310975447,0.114200999188404,-0.479909076957511,-0.0173358140180174,-0.258102195001771,0.007226295092278,0.310322365491297,0.335406368107041,0.234355178341966,-0.412537448761662,0.427619744584932,-0.300956099416042,0.316038395239353,-0.107691533173054,0.122773828996382,-0.21927288251867,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
852,7,0.111388847125602,0.540112097893007,p1,C1,1,-0.4174457609,-0.1764729979,-0.212433832597374,-0.345708928502839,0.241904017849191,0.0304501090059694,-0.0871463970415073,0.414208260622257,-0.19608945226841,-0.0164796716325693,-0.337615230334128,0.155567865980661,0.168041598544421,-0.179726588252147,0.196009881889384,-0.40074169222158,0.315768004343611,0.240626255499894,0.0208598521075427,-0.538409292343408,0.129696945561301,0.363131202908207,-0.0545622442540323,-0.188526032964445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
853,7,0.111336032997635,0.53960003968232,p2,C2,2,0.1030743266,0.5168150152,0.3534576443,-0.2970988023,-0.462258273409982,-0.0921764732376105,-0.316250943860509,0.380600996178367,-0.108265602959517,0.301071461130689,0.319773681462611,-0.0466486764763095,-0.244290228282586,-0.137704269998959,0.287741726589992,0.340836228654539,-0.0242368346270755,-0.405896310579676,0.0997202878070589,0.221543364104318,-0.0263225897591956,-0.183234013366765,0.101806042939203,-0.0011189331085927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
854,5,0.111329767699966,0.539539310740296,cm,D1,0,-0.123090887289999,0.121776668305717,0.145000529690042,0.276559320066401,-0.373091009956657,-0.199905652752399,0.0485856530083254,-0.533800787068729,-0.177105496872231,-0.0942318747109722,0.359076720168129,0.215333072631956,0.0452665748656836,-0.0829212418594502,0.238095388916869,0.0284085258405106,0.23809538891687,-0.416910544959354,0.430924202968049,-0.305580777259381,-0.069075797031944,0.337785091125125,0.238095388916863,-0.194251009559422,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0
855,5,0.111308524881476,0.539333431532694,p1,C1,0,0.39486506382318,0.0352784654643726,-0.262507385864129,0.0817353832261853,-0.0471651573952025,0.40165302183683,0.362689605683911,0.321842977342271,0.127619443076867,0.06381667118484,0.0424284126779072,-0.224762076666961,0.142992962112966,0.285902253241926,-0.072348926456199,-0.0340148269713098,0.262676490610371,-0.348621995287534,0.0627081210772166,-0.446453493443526,0.242396782210949,-0.126930578510908,-0.452665397957835,0.197486328283814,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
856,5,0.111289422589346,0.539148331231712,p1,C1,0,-0.390050758393095,-0.0870721239104574,0.260691159955207,0.396271808049275,0.132206669401008,-0.442461764711988,0.0532074977059276,0.0838733798508222,0.268924446938994,-0.0485245548055603,-0.169268248773222,0.0906471933726951,-0.362538164138897,0.201046840725533,0.126951270117881,-0.21994497186376,-0.235461489378084,-0.247208004419746,-0.0638966701240762,-0.105409361565091,0.256843964250028,0.173726214054949,0.455359017438327,0.0730628345233278,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
857,6,0.11125613746054,0.538825875825089,p1,C1,0,0.0572537266406275,-0.0780362316194918,-0.200721110550498,0.0287526581112004,-0.0760555482116813,-0.396818797436773,0.410491706714146,0.0318631647095622,0.324774585316252,-0.378511636789594,-0.472441571713951,-0.286912370848437,0.216963827151664,0.141675150952434,0.227919116873743,0.363917572910222,-0.395980819739937,-0.0779495370762015,0.119968613193261,-0.291527579208224,0.0054937980742176,0.35769744047655,-0.0054614916478421,0.135455018518756,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
858,6,0.111245192684619,0.53871986749993,cm,D1,1,-0.0537744937,0.5005484068,-0.27729682895907,0.371497706969342,0.126362500274027,0.315875583807105,0.376362663986554,-0.117137401643529,-0.21095617483047,-0.0390958838158875,-0.0997109821458512,-0.231778209643437,0.0451186984558209,0.108749013208652,0.15636389114044,-0.0839333126188977,-0.292393307973401,-0.343023402328056,-0.403638500658019,-0.150341076500507,0.111458665471073,-0.301844974283287,-0.166050949161103,0.178815777848502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
859,6,0.111158845759265,0.537883898767714,cm,D1,0,0.0426904771620001,0.232330189470003,0.371005711788001,0.232330189470003,0.206848094475,-0.253512307418165,-0.404310751284266,-0.12482246479796,-0.181993059765734,-0.12482246479796,-0.0147564692344683,-0.27130481441595,0.428452658184469,-0.27130481441595,0.206848094475,-0.0311946158996349,-0.0103102681444502,0.0164226236945308,0.424006457094451,0.0164226236945307,0.0956892487157332,0.448238239750496,-0.181993059765733,-0.417787164033943,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
860,5,0.11111943756498,0.537502583621102,cm,D1,0,0.219929627966667,-0.120892271687899,-0.424484173078748,0.245877655028776,-0.135656570987919,0.245877655028776,-0.0615723960310042,0.455404867199377,0.0014316519643376,-0.410620536585062,0.44216850309607,-0.120892769871524,-0.0023092471627373,-0.120892769871524,-0.391189809598314,0.0261469039276534,-0.168950934468352,0.0261469039276533,-0.168950934468352,-0.2679324436707,-0.391189809598314,-0.2679324436707,-0.280070372033334,0.414800038645175,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
861,3,0.111062599359712,0.536952853179187,cmm,D2,2,-0.2610848696,0.0523717359,0.4446297839,0.2249274933,0.473707284001828,-0.169658230952968,-0.333926651086483,-0.28072083031268,0.300474166306476,-0.0306262531935598,0.166073348913521,0.146224034310446,-0.0071597687818264,0.28525601206986,-0.126904867560763,-0.361229122133921,0.0934523827807633,-0.389198500533626,-0.199525833693519,0.396318611429565,0.266685500476113,-0.250166522774217,0.199862014743891,0.365764303891102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
862,6,0.11103678436521,0.53670326737656,cm,D1,0,-0.147517000159437,0.265739199806714,-0.469089202792511,0.265739197930121,-0.308303102629478,-0.109515633572984,-0.118806411431009,-0.225307144287271,-0.497799791741937,-0.225307147701097,0.191696902096672,0.286708341973123,0.191696893802031,0.0646347732427037,0.080660117028917,-0.127686583170207,0.302733685759337,-0.12768657440361,-0.129875071225184,-0.447104697698091,0.0132688730746567,0.418920702923163,-0.308303100582057,0.112557935157436,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
863,6,0.111004995683266,0.536396006186396,cmm,D2,0,-0.0606618891742074,-0.213912893133757,-0.310661888207784,0.219099806787382,0.229968760349359,0.370735451849556,0.340973755066073,0.178469158874136,0.148707464570323,0.0674641598625075,0.0377024698536087,0.259730452837928,-0.464528742897639,-0.158410396605979,0.343204966359113,-0.269415395188929,-0.27457417496596,-0.273326445913536,-0.152252097812381,0.374646502584665,0.153250398239189,-0.154499346192538,-0.469071677079693,0.0635531094385631,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
864,7,0.110884745145975,0.535234491419776,cm,D1,0,-0.102915067559656,-0.437335209958401,-0.436589690993756,0.140606191025873,0.294289670758879,0.177285319956049,0.0422337798382029,0.0317607834821659,0.362819180533311,-0.23246074339977,-0.0262960743207128,0.441506648007511,0.110765008338053,-0.377984287567072,-0.278350246515972,0.29598310384021,-0.0686502781365965,0.223819192596147,0.153119212153936,-0.160296832155708,0.183403894057779,0.369342736760883,0.405173384346531,-0.0147732879878889,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
865,5,0.110742699488649,0.533864076787811,cm,D1,2,0.1996649119,0.2706121977,0.3105029874,-0.3582827745,-0.213724287131107,0.186118712759074,-0.0219123050492823,0.0753760132706871,-0.208409360501288,-0.24764636223412,-0.400221342582921,-0.136903662745401,0.0026857255669742,-0.180604236686328,-0.0448016336190628,-0.396939006609402,-0.447708701768994,0.0794311071776653,0.388683571348804,-0.0698615371976429,0.169901265371197,-0.0353639350888873,-0.405534680834321,0.296864163354354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
866,7,0.11068028127626,0.533262439830005,cm,D1,0,0.348432001683851,-0.0025047328063019,-0.151567998284687,0.420799545873096,0.197147164441547,0.380452230306452,-0.0002831610715424,-0.485573173479427,-0.151567998279401,0.199438983320576,0.0458597105077306,0.542046181108431,0.151004292866493,-0.323979222681398,-0.151567998303865,-0.0219215792319433,-0.262248279591313,-0.213625449791981,-0.0408877170387926,-0.213625449804899,0.348432001684233,0.21885582974622,0.348432001685745,-0.223865295358824,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
867,7,0.110623333506137,0.532713827305473,cmm,D2,1,0.4184527358,-0.0162221055,0.412843816907829,-0.301967764961731,-0.272175570991778,-0.195146769574128,0.0978632083132397,-0.408788758442695,-0.337156172928405,0.131044948741285,0.162843820052022,0.131044939946371,0.273467152887343,0.322650174468933,0.0522204858829373,-0.0605602938061429,0.117200746537814,0.479273601550083,0.20848688859349,-0.217183724517974,-0.161552585290598,-0.0035413346339968,0.487240222736104,0.265631210329996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
868,6,0.110520538748144,0.531724257659383,cm,D1,0,-0.301409790171137,-0.331140955938577,0.376550219847778,-0.145211081033092,-0.132214293193528,-0.188901574109142,0.41513538944336,0.0724362084699018,0.162218319354102,-0.228799997252502,0.133994246382107,-0.44803174596968,0.0576178079374278,0.173414480515622,0.233366035156118,0.307473119066846,0.453721997520087,0.290083242949706,0.0369802636857633,-0.0466610740286774,0.0293937349646559,0.392646229232699,0.337966546573267,-0.362858635803106,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
869,4,0.110420395229085,0.530761095257427,cmm,D2,0,-0.0384721958271029,-0.448858212740652,0.35110740894381,0.225913456315173,-0.23604434386499,-0.0868408137906219,-0.0611949291779097,0.216007256121194,-0.126169857705465,0.427073391237726,-0.451320443018284,-0.136103942634946,-0.206641174889123,-0.305715454588423,-0.480723611994241,0.0827706981628493,-0.33042244136849,0.343099962123699,0.143057654485151,0.299980685235152,0.0780827259575884,0.511046820351685,-0.265447512840943,0.132033827007167,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
870,5,0.110409683096118,0.530658119577458,cm,D1,2,0.0588280938,0.2594864038,-0.422487622,-0.0560255329,-0.174468962892534,-0.183208739609014,-0.0841018521819518,-0.466369687159317,0.115939166401074,-0.119888479375686,-0.204061986292573,0.178789400156475,-0.0027650597521509,0.527445904331969,-0.383326954752147,0.307728391810394,0.295938013707414,-0.247800978584833,-0.284877710307497,-0.374444460591784,-0.0640583441179175,0.0080259009437562,-0.182030028211717,0.398506912678041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
871,6,0.110401165807857,0.530576250058179,p1,C1,1,0.1868841072,-0.3123614553,-0.24081196833882,0.229090134684282,-0.155213885751903,-0.0605468703389932,0.0477155606428383,0.0264778929922521,0.109282131519413,0.500074775242795,0.41702744417485,-0.257360551458238,0.104840268825508,0.279317126444969,0.412577534816901,-0.0366030647139791,-0.394209965648927,0.0702734980614641,-0.0874144185190557,0.387907203528374,0.250645203727663,0.113502197668595,-0.35814667164847,-0.147563846011521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
872,5,0.110387409981145,0.53044404021769,p1,C1,0,-0.0207234404213431,-0.0305781796324565,0.351151787057325,-0.180041293352062,-0.165956637837424,0.165738355649254,-0.38333031601987,0.127135180095727,-0.293466087353732,-0.256316216804531,0.0057322642283846,0.304534760634467,0.287760378604811,0.404419678340846,0.420151972562508,0.227744872613706,0.002538014991593,0.525286471615821,0.199765359305012,-0.0193438427755962,0.200951305615277,0.201427791862396,-0.241212146232542,-0.0418143595475709,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
873,7,0.110377522534209,0.530349020279915,p1,C1,1,0.1975649853,0.1739067364,-0.102171405587649,-0.0095975413242603,-0.0509926001474183,-0.460357808817488,-0.303121540067357,-0.137702894694611,-0.257037700174917,0.336604414286715,0.268686632099184,-0.310169880829579,-0.489972162565844,0.193513650576296,-0.494228782394989,-0.0272003524021951,0.078425108606913,-0.136553001954879,0.294411954495971,-0.0909188883329868,-0.112013458423172,-0.248203985428773,-0.282770467240722,0.117354295421761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
874,5,0.110270596344989,0.529321986317157,p1,C1,0,0.183009692789338,-0.196206018607719,-0.328769792463175,0.14112224517013,0.214270771610751,0.218654957235391,-0.237224966129684,-0.268473904519418,-0.0743707348892324,0.337135754691092,-0.0710325152672466,0.116619827912835,-0.216799542774169,-0.0488805991709483,0.125589592086657,0.0167290647120855,0.0592593109679158,-0.534900695486399,0.240430255087779,-0.409140977453018,0.129144892472622,0.422105202686407,-0.152099086991554,-0.471924149970435,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
