crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45
151,2,0.136655600546482,0.677445108202885,p1,C1,0,-0.368246710971204,0.222346857605634,0.453788339662376,-0.276768765950746,-0.0977935954217762,0.182924466347766,-0.273646395063792,-0.256589846032049,-0.019892688498615,-0.35811850724312,0.194910564604985,-0.189125681658747,0.155960111143405,0.0813958051366954,0.361300136134998,0.261768992665585,0.107546429569817,0.363297653876658,-0.0588431419601936,-0.0875970204476769,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0
152,2,0.136655600546304,0.677445108201123,p1,C1,1,-0.4936919257,0.2136957659,0.213619925513115,-0.399503788871169,0.303129678362211,-0.0973533471673169,0.136740705204993,0.353541371343142,-0.424304981870611,-0.117531260842622,-0.170551088878689,-0.0160030655758462,0.0977897550104525,0.083019956069549,-0.209502039073233,-0.286524480849437,-0.117013187786928,0.252013176076359,0.0442518539186904,-0.184996285582657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0
153,3,0.136655600546287,0.677445108200949,p1,C1,0,0.296598305895161,0.0918711687536575,0.335549505009085,0.362392548186546,-0.227608707106233,-0.0490797945783811,-0.381365544803173,-0.275039630620377,0.144953818705521,-0.193689078274473,-0.432948579522569,0.131293566644206,0.359756606004023,-0.36268249593167,0.106002619591305,-0.464210457707328,0.0261452793064506,0.0524481671974889,0.0650964784204294,0.322969546630333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
154,2,0.136583637714451,0.676731810947087,p1,C1,0,-0.114285780510437,0.15309513154476,0.154543675956283,0.201583106353541,-0.317981909904861,-0.392660184456228,-0.240272283994709,0.395474506296526,-0.15651880668711,-0.116787679810854,0.415117037203759,0.330938953414573,0.04885960365697,-0.296898948003015,0.387642623064903,0.0591568404399024,-0.428442585186545,-0.142822638075457,0.304680659501744,-0.201107780603747,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
155,4,0.13649514408384,0.675855175129706,p1,C1,0,0.416699899499153,0.0641381812747008,-0.0545723469624087,0.196365948936051,-0.108663639723817,-0.0781052313994908,0.117072950714007,-0.257386428884814,-0.3149912713833,0.114477724890469,-0.371279929062489,-0.152646374453914,0.388859502550869,-0.282994390039538,0.105782448977797,0.417295885460842,-0.139981217544941,-0.349293186060627,0.148390528535129,0.0138015257763231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
156,5,0.136386695867853,0.674781639932707,p2,C2,0,-0.13761079222934,-0.493324648605302,-0.137610791787542,0.372700755227708,0.279055501783851,0.0476548269907045,-0.220944498359073,0.0476548268866606,0.445722914194329,-0.168278720378381,-0.0542770856606662,-0.168278720260188,-0.470944498264907,0.156766344546735,0.0290555016896835,0.156766344219262,0.19572291424104,-0.277390237929721,-0.304277085707375,-0.27739023759748,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
157,2,0.136368439235288,0.674601000378959,p1,C1,0,-0.431522181926736,0.143648133359864,-0.339903423912116,-0.113239795624371,0.436444750614281,-0.26933356821076,0.308307892485283,0.22548342340943,-0.221852628171081,0.318073140471269,0.0771507765215146,-0.0415466960516754,0.0355826601900214,0.228003849454222,0.16539397548393,-0.299613630614695,-0.102220145205755,-0.247001015345738,0.174128029320658,0.462930615852454,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
158,4,0.136343635378876,0.67435561831404,p1,C1,2,-0.2887596091,0.3823882992,0.2919632272,-0.1109611816,-0.0118668005712196,0.442668901560746,-0.0289790484628379,-0.338438897114408,-0.431660470803406,-0.162731690859753,0.178516896466342,0.148313243723725,-0.351453702607668,0.0978929855791969,0.014007910152676,-0.0691612169730704,0.428035152554349,0.258308641409774,-0.0920760043282361,0.182044974673789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0
159,2,0.136253725603261,0.673466524063301,p1,C1,0,0.33726345957029,0.210459515554413,-0.455573424979072,0.0334178409127243,0.225792535582969,-0.280402205862779,0.494399044283167,-0.234458169829964,-0.142169706782181,-0.383835661135459,-0.164282188507771,0.336270546683804,0.104324320192418,0.382214582716494,-0.184849022155588,0.0645403195893956,-0.0107570654489668,-0.145107722550607,0.0837574865447335,0.110484355621978,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
160,3,0.136227751946296,0.673209786551954,p1,C1,1,-0.4087109745,0.0179040302,-0.416242403926515,-0.260703688053084,-0.164803446425457,-0.365634390195723,0.332317925363309,-0.155774694945725,-0.234304019619566,0.237075767073495,0.0105980469172526,0.11768154858967,0.0077174399267136,-0.154758726892374,0.282997993724586,0.112179677932417,0.496811855743752,0.281045405686205,0.169332742095922,-0.374104334794883,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
161,6,0.136126003077147,0.672204517761871,p2,C2,0,-0.333123327790631,0.0568302534419177,0.248796901390804,-0.270888829117315,-0.0421632131998847,-0.107029287837606,-0.374083960054577,-0.212322828389921,0.289757533654426,-0.0017357472854276,-0.0105220164340276,-0.37743636896209,-0.0738044099660865,0.163377793286838,0.0849536257104308,0.384549764755134,0.330719947889636,0.267417063353923,-0.292163213200091,0.325983414054547,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
162,3,0.136087370883382,0.671823032231344,p2,C2,0,-0.19366560676708,0.0786286578607692,-0.0061183931929075,-0.363510303257779,-0.0236915206445872,0.35968688482301,0.323907520684584,0.221456873564572,-0.488545276318446,-0.220681986057549,0.288761276358443,-0.0641996593393077,-0.464374329798709,0.0504173599397169,0.264590329838706,-0.335299005336574,0.0770431268417352,0.106839854285548,-0.276827126801738,-0.391721499682405,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
163,3,0.136036518502855,0.671321039765915,p1,C1,0,-0.442259252190479,0.139406088768267,0.378277593257996,0.343897442189202,0.13094129593806,0.482724337056627,-0.13174378728729,-0.250239548091688,0.140962676483346,0.210835923553079,0.442183555548082,-0.106907274211014,0.176344437229601,-0.164814964867468,-0.186333631196318,0.231741423198071,0.359413527571821,-0.366084549322702,-0.0365243709548188,0.0046270841276244,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
164,3,0.135920448922078,0.670175954447139,p1,C1,0,-0.166683141106957,0.398873398928667,0.0674951715561876,-0.410263479808052,0.182582716166268,0.0053205662537913,0.454106966926363,0.0184375396046195,-0.0345117072614059,-0.158287150732064,0.364412860514699,0.275054844195971,0.0698762433050417,0.532802975151898,-0.143670774657396,0.128008294621914,0.0928886097546031,0.261937870845143,-0.298917021297402,-0.0951420507618855,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
165,3,0.135854777390477,0.66952850442188,p1,C1,0,-0.0120414601873114,0.48376658541492,0.29240314221511,0.245873288065609,-0.3604652835114,-0.0266279914639058,0.368444652046818,-0.0449653609648739,-0.143562427366653,0.137015624835406,-0.260588404969502,-0.279314934719768,0.163588498172001,-0.223459165840232,-0.0266290119635004,-0.417478188096082,-0.263494854804769,0.380823530794312,0.111436405669207,0.0431983699746137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
166,4,0.13585380278846,0.669518898260024,p1,C1,0,0.0676426269982181,0.310762164911773,-0.0877370935462061,-0.0247676789215643,-0.390946146677504,0.159121030771092,0.209834843038147,-0.209535613958779,0.342955111442861,0.269396594596276,-0.182994628193231,-0.326163221837086,0.464655557462877,-0.303829974492427,0.0642103111203699,-0.438922881766079,-0.34610387041732,-0.108860672313556,0.170628654971788,0.0593284739103492,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
167,2,0.135763173396019,0.66862591108911,p1,C1,0,0.0151323377571934,-0.541683436920265,0.0749701094368141,-0.276832539087828,0.200889145809757,0.154403739254051,0.455287359485312,0.0594926973204034,-0.461237196635769,-0.198883786267883,-0.279214320047251,0.0025963105175943,-0.0085053344421855,-0.0184560554995687,0.32936832311232,-0.371743581021531,-0.125627943464063,0.226510986075699,0.0837665367878726,0.399370780829327,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
168,3,0.135733764586282,0.668336269031186,p2,C2,0,0.122009021748241,0.103921410463558,0.338019762191381,-0.378269405561209,-0.361908873817431,-0.0373052433950654,-0.178062342242344,-0.237042751697542,-0.148194402539598,0.130088735473642,0.108223186479754,0.461588673218259,-0.394073271140128,0.245146118421377,0.354102055080094,0.346531290270035,0.0678165263579984,-0.352100134645741,0.392212257582032,0.0777521395526888,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0
169,4,0.135600375718355,0.667023333899147,p1,C1,1,-0.0304263193,0.0114843607,0.17367948665229,-0.1780368907032,-0.0101055208424135,0.288093027434174,0.236451730450382,0.401050406187298,-0.297043337043427,-0.0930408686692196,0.060414085921444,-0.490665707676429,-0.25666333462609,0.175136876463764,0.381267781143204,0.171751127859673,0.431761033515989,-0.0947076476472593,-0.084401964771378,-0.261366429348803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
170,4,0.135514989364947,0.66618356103147,p1,C1,1,0.3924539802,-0.1003299371,-0.366825239790933,-0.241274255344305,-0.163526356035438,0.398296499513065,-0.0669953433093726,0.0411100297039129,0.116904507270592,-0.157983150307343,0.450598433206232,0.197442175335092,0.104069531037613,0.355288470124185,-0.33771710701561,0.0281881093314726,0.0688772688463306,-0.424723911608774,0.197374333590586,0.100825382052696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
171,5,0.135381835809316,0.664875054411168,p2,C2,0,-0.283156840978482,0.14227663471872,0.203629981718473,0.118393355071936,-0.159588678987869,-0.339863399976315,0.119579103101531,-0.202131871202625,0.300894037638471,-0.403223542791152,-0.419938180272128,-0.265492014017457,-0.118031293208305,-0.0723078925473485,0.368756501206731,-0.0961904244410958,0.0385044339483084,0.332977882338015,0.0517166395332704,-0.509164989552679,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
172,3,0.135257642018745,0.66365575526292,p1,C1,1,-0.0516684991,-0.057431254,0.132597175816671,-0.321829728661686,-0.383465459065745,-0.191984034233178,0.208746888761384,0.155401185867347,-0.0178668964376239,0.303133075639542,-0.275670325324151,0.221182413944634,0.290772944534929,-0.102378264578436,-0.490310447378274,0.0565369253867108,0.223379565653674,0.425520425583552,-0.025577562060865,-0.541281935748486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1
173,4,0.135221975168337,0.663305795152913,p2,C2,0,0.229389421982788,-0.182147572838941,-0.285859888222787,-0.0813909404748318,0.32639537804939,0.215584716697324,0.11713415571061,0.386902173773326,-0.138961938658404,0.172818681162728,0.0824914724184052,-0.436357194476497,0.106178503081458,0.0585991815258805,-0.162648969321464,-0.322137694839659,-0.40907059169844,0.159355924141806,-0.147399874541557,0.443130966328862,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
174,3,0.135213088947364,0.663218618668652,p1,C1,1,0.4456287724,-0.0081747717,0.182992006259932,0.156255588048224,0.0464772609207382,-0.51050940255479,-0.290964568721356,-0.19720939470141,-0.152090314825533,0.0348342634658193,0.265621800497087,-0.296729333079427,0.0847486719389421,-0.0956939405328893,0.01943947741195,0.475985275100786,-0.18827888048608,0.302828116765077,0.281233768604318,0.40820572958861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
175,2,0.135090915542812,0.662020641897734,p1,C1,0,0.308159132130367,-0.324130661644061,0.0587453616491591,0.0807089640211608,0.437126984146277,0.17396561101604,-0.337381159361211,-0.31628989448278,-0.089237180824441,-0.423167337213807,-0.167139829237923,-0.0675276791771044,-0.0101019312674609,0.341971805058374,-0.437312210432654,-0.0652679693835222,0.0668398379054024,-0.20262666959628,0.292725028792483,-0.0543900263980203,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
176,3,0.135078561333121,0.661899562433295,p1,C1,0,-0.390701704043278,0.180059784827835,0.15716219780807,-0.420082340379579,-0.438574857376653,-0.0858218281453501,0.193795389443751,0.383281642984969,0.317078459621813,-0.201058842309426,-0.183337306035968,0.0027143978466969,-0.0926627679133038,-0.317260370793222,0.0300363396993853,0.168414603739471,0.0668501045471614,-0.0992224969118347,-0.0741644498509797,0.41766762054044,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0
177,4,0.135045378369839,0.661574402157922,p1,C1,0,0.275715677129029,-0.325580790971809,0.150716499351236,0.489331977744534,0.418952167797866,0.190130306787189,0.0257156771230937,-0.427801223729918,-0.312810480766743,0.221717332148028,-0.135759497657981,-0.211295369754455,0.150715010796531,0.158541630333944,0.11424050234794,-0.109074936996355,-0.0628104807608199,0.323937764906123,-0.0992849892094018,0.0563211975758342,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1
178,2,0.135045378369229,0.661574402151948,p1,C1,0,-0.0984050530508387,0.0274613085726523,-0.330169689972272,0.326665932784312,-0.134881446635856,-0.240155001817305,0.45630481846862,0.161269798216403,0.188067570249495,0.19285770006814,0.401593061802255,-0.303330703624836,0.151593061805695,0.460474267397945,0.294830268903159,-0.0552365220567357,0.133355801583359,-0.271742903670455,-0.0619324297536168,0.29507813282988,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0
179,2,0.134937110621406,0.660514040677066,p1,C1,0,-0.193746442606516,0.0575058506753072,-0.443308663960565,-0.045211202262595,0.0037035332860125,-0.126465892566627,-0.415328016457118,-0.313630982935895,0.149042376466886,0.290309419739696,0.268825859551849,-0.0760451884182083,0.388500674991739,0.16584328555454,-0.110115088906251,0.365605524770345,0.179930307088162,-0.330858210149069,-0.361937103654197,0.268560338492507,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1
180,4,0.134915488895026,0.660302381933321,p2,C2,0,0.0883502138907226,0.188409637150071,-0.161649786110328,0.289941684182571,0.338350213889672,0.0868775901123952,-0.0610402255303847,-0.452913178347118,-0.26225934668964,-0.0362929511457901,-0.0555781764165431,0.53804966509432,0.232278604196238,-0.161230390799504,-0.286726096241187,-0.305012386136112,-0.0365734759788379,-0.184193743356796,-0.411649786109712,0.188409637145965,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
181,6,0.134904924271894,0.660198975382277,p1,C1,0,0.459031765920569,-0.248180247665038,-0.467601843127381,0.0638882802779575,0.186903598200677,-0.38660855342722,-0.107781301482173,0.304365246671389,-0.311759806658499,-0.390520864392822,-0.273430104135154,-0.123447488191273,0.3382279435806,0.251225630108029,0.229822932308613,-0.105840285021132,-0.0184128544207452,-0.21155853584888,0.0975322996134919,0.129311884588989,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
182,4,0.134904659806609,0.660196386899463,p1,C1,1,-0.1103844977,0.2872617331,0.252664003088032,0.201429666605542,-0.111612151978847,-0.0142610084658475,0.368567995682659,-0.281032140792045,-0.43971281780292,0.284741287564569,-0.363711593739675,-0.247523176166517,-0.378993614949793,0.0218530083373876,0.155768575496075,-0.0503804703268702,0.100847563854036,-0.314540935632267,-0.150438997649567,-0.412786205023954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
183,3,0.134833243286174,0.659497575622622,p1,C1,0,-0.0292948432285273,-0.251774022712399,0.218832242731084,-0.146166432106943,0.473968783683374,-0.23348973627712,0.118176946598846,0.104010555925146,-0.418711770530951,0.152902777270618,0.335450724601445,0.263735692872189,-0.0048259016765354,0.36370421731722,-0.277421785163617,-0.357381951705625,-0.149564761911434,0.136172513332478,-0.298627099803685,-0.088550501515565,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1
184,3,0.134769181902802,0.658871049261989,p1,C1,0,0.23211033543759,-0.0780308973372425,0.127516650087454,-0.496414816289697,-0.474990166453492,0.0873869775732059,-0.301680468503912,-0.349958971265885,-0.110824090059454,0.43430495584479,-0.0179169956870658,0.0226530798075259,-0.265972106370628,-0.0827963944764696,0.0992305645859784,0.265402701197708,0.365856207172414,0.304921004279323,0.482135740091116,-0.178719658333259,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
185,3,0.134738083259654,0.658567008957381,p1,C1,2,0.0640912021,0.4238248719,0.3888151022,0.0774903335,0.135335759391097,-0.0432938328031473,-0.180823653185371,-0.235774682965943,-0.315675138881765,0.108406566222892,0.0691882929016907,-0.336330295120123,-0.430837001442554,-0.135222557104906,-0.0498292251194488,0.152490060388175,-0.220929607835326,0.360677628115987,0.320502774371677,-0.239075805632935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1
186,4,0.134695518143428,0.658150978792662,p1,C1,2,-0.4376112917,0.1900340426,-0.1740927903,0.3510639363,0.0690583142143627,-0.237601589548528,-0.111468333588768,-0.437555733953366,0.10313733943375,0.476655166258478,-0.251719087000913,-0.0409041133429033,0.498268099712537,-0.141229203047579,-0.0017073106486283,0.0594235603911233,0.208006567636336,0.228514126912101,0.249586354641323,-0.0376487024693253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
187,5,0.134661491811894,0.65781850099229,p1,C1,0,0.0410386250565467,-0.0852687869238338,-0.439280527995029,-0.218484025168929,0.074546872817457,0.352303005239699,-0.415379848890554,0.182183332310836,-0.185552481247019,0.42218287017419,-0.173453305047659,-0.261736274221539,0.334645770446349,0.282421441431674,-0.212814493865241,0.0046948919788271,0.294892470321288,-0.175230416257263,0.0464417097038597,-0.41723885296366,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
188,4,0.134518121519208,0.656418525033511,p1,C1,0,0.151807902912816,0.041726239241995,-0.145267369348197,0.346628974853884,-0.296765998470143,-0.252260147436522,0.165440428342772,-0.26926010399258,-0.0707157242518927,-0.398142886628243,-0.475203123817072,-0.0090320884167865,-0.224920352458379,0.0896544579268648,0.364224501352823,0.206831323280625,0.434389785812751,-0.262423205228375,-0.060609845875478,-0.123377364800858,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
189,5,0.134450831463253,0.655761968265073,p2,C2,0,-0.367658638018873,-0.223249783572752,-0.258171200901157,0.143737231032725,-0.0784274632109369,-0.0562635016804089,0.452597624290966,-0.0232490508595643,0.101317185512845,-0.256263415629903,0.272852975567155,0.176750863089904,-0.187915231784545,0.4427735741662,0.0620853928645446,0.343739277078239,0.0620847682125789,-0.522287703538768,-0.187914607132579,-0.423250252785671,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1
190,5,0.134450831463156,0.655761968264127,p2,C2,0,-0.0211441776999853,-0.400817088452996,0.022955305788631,0.120870843013384,0.434756338811428,-0.0564796161349598,0.10628924534474,0.376533822035759,0.351422399255178,-0.312142595157289,-0.231911760407,0.298219901348962,-0.310376594992996,-0.23382867447052,-0.0603765949929969,-0.134792800543258,-0.481911760407,0.1991840274217,-0.271144177699998,0.0321956134392209,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1
191,5,0.13445083146265,0.655761968259192,p1,C1,0,-0.151871712581142,0.135320039510283,-0.401871712582946,-0.297692662377699,0.335050761681443,-0.353355215111304,-0.414949238316743,0.0796574867766284,0.321973236217487,0.357971760731091,0.0719732362187247,-0.0750409411626907,0.0719732362174871,-0.409017769128831,0.321973236218725,0.0239949327618266,-0.138794346487137,-0.24202935514498,0.111205653514101,0.190983346745677,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0
192,1,0.134442802234736,0.655683648102657,p3,C3,0,0.348049922299997,0.0886639116568925,-0.390082449220925,0.149695161403704,0.269970720765921,-0.168635731908183,0.164261495354999,0.284932305475145,-0.0015842004941228,-0.471653255816971,-0.462381917511837,-0.194410876021024,0.008115884905963,0.0660304630242154,-0.227133016302937,-0.0641902064984045,0.0032658422059204,-0.202811396396377,-0.231983059002979,-0.333032065918997,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1
193,5,0.134396735267269,0.65523438370419,p1,C1,2,-0.4232377992,-0.1484399039,-0.454764189,0.165315501,0.102279193541989,-0.332203900857706,0.285941594147165,-0.106871209178077,-0.142024454571836,0.235084888294153,-0.153418982263751,-0.0334669587311096,0.202512831367867,0.148647031546764,0.119082875265384,0.404164882638893,-0.164814027096517,-0.302018783813832,0.369372442309699,-0.362388768999086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0
